Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,City,Zip Code,Latitude,Longitude,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Population,Monthly Refunds,Monthly Extra Data Charges,Monthly Long Distance Charges
0897-FEGMU,0.0,,,,0.0,1.0,0.0,4.0,698,91762.0,34.057256,-117.667677,1,0.0,1.0,22.0,4,0.0,20.78,1.0,1.0,3,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,0.0,0,20.45,471.55,0.0,0.0,457.16,928.71,54254.0,0.0,0.0,20.78
7113-HIPFI,1.0,37.0,1.0,1.0,,1.0,0.0,,698,91762.0,34.057256,-117.667677,1,0.0,5.0,62.0,2,0.0,44.95,1.0,0.0,4,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1,0.0,0,104.3,6613.65,,0.0,,9400.55,54254.0,,0.0,
7446-YPODE,0.0,71.0,1.0,0.0,0.0,1.0,0.0,3.0,1018,91786.0,34.105493,-117.660934,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,48827.0,,,
4290-BSXUX,1.0,27.0,0.0,1.0,1.0,1.0,0.0,4.0,1018,91786.0,,-117.660934,0,1.0,0.0,26.0,0,0.0,39.84,1.0,0.0,0,42.0,,0.0,0.0,1.0,,,1.0,0.0,0,0.0,3,54.75,1406.9,0.0,0.0,,2442.74,48827.0,0.0,0.0,
0305-SQECB,0.0,24.0,0.0,1.0,1.0,1.0,0.0,5.0,1018,91786.0,34.105493,-117.660934,1,1.0,0.0,3.0,0,,25.1,1.0,0.0,2,59.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,89.85,244.45,0.0,0.0,75.30000000000001,319.75,48827.0,0.0,0.0,25.100000000000005
6365-MTGZX,0.0,71.0,1.0,0.0,1.0,1.0,0.0,4.0,1101,91913.0,32.64164,-116.985026,0,1.0,0.0,1.0,5,0.0,,1.0,0.0,1,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.0,0,46.3,46.3,0.0,0.0,11.51,57.81,12884.0,0.0,0.0,11.51
4274-DRSQT,,75.0,1.0,0.0,0.0,1.0,0.0,4.0,190,91913.0,32.64164,-116.985026,0,0.0,1.0,,0,0.0,26.82,0.0,,0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1,0.0,1,68.45,4014.0,0.0,0.0,1501.92,5515.92,12884.0,,,
8805-JNRAZ,1.0,23.0,0.0,1.0,1.0,1.0,0.0,,1101,91963.0,32.619465,-116.593605,0,1.0,0.0,42.0,2,0.0,29.44,0.0,0.0,0,41.0,,0.0,,1.0,1.0,,0.0,,1,0.0,0,,2421.6,0.0,0.0,1236.48,3658.08,905.0,0.0,0.0,29.44
3884-HCSWG,,33.0,1.0,1.0,1.0,1.0,0.0,5.0,783,91963.0,32.619465,,0,1.0,0.0,66.0,0,0.0,31.93,0.0,0.0,2,15.0,,0.0,1.0,1.0,0.0,1.0,1.0,,1,0.0,0,88.9,6000.1,0.0,0.0,2107.38,8107.48,905.0,0.0,0.0,31.930000000000003
1216-JWVUX,,,,,,,,3.0,783,91963.0,,,0,1.0,0.0,48.0,6,0.0,2.53,0.0,0.0,0,6.0,0.0,1.0,0.0,1.0,,,0.0,1.0,1,0.0,1,78.75,3682.45,0.0,40.0,121.44,,905.0,0.0,0.8333333333333334,2.53
4913-EHYUI,0.0,80.0,1.0,0.0,0.0,1.0,0.0,,157,92008.0,33.148116,-117.306043,0,0.0,1.0,33.0,0,1.0,0.0,1.0,,4,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,0.0,0,50.0,1750.85,0.0,,0.0,1750.85,35582.0,0.0,,0.0
2696-ECXKC,0.0,,1.0,,1.0,1.0,0.0,2.0,157,92008.0,33.148116,-117.306043,0,1.0,0.0,1.0,0,0.0,22.03,1.0,0.0,2,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,0,69.35,69.35,0.0,0.0,22.03,91.38,35582.0,0.0,0.0,22.03
7577-SWIFR,0.0,64.0,1.0,1.0,0.0,1.0,0.0,4.0,283,92019.0,,-116.862648,1,0.0,2.0,35.0,0,,,0.0,0.0,2,10.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,0.0,3,91.5,3236.35,40.79,90.0,834.75,4120.31,40995.0,1.1654285714285715,2.5714285714285716,23.85
5515-RUGKN,0.0,20.0,0.0,1.0,0.0,0.0,1.0,4.0,283,92020.0,32.79697,-116.969082,0,0.0,1.0,,6,0.0,38.3,1.0,0.0,1,,1.0,,0.0,1.0,1.0,1.0,0.0,0.0,1,,1,55.8,2651.2,0.0,0.0,1838.4,4489.599999999999,55277.0,,,
2740-JFBOK,1.0,74.0,1.0,0.0,0.0,1.0,0.0,,724,92060.0,33.309852,-116.823091,0,0.0,3.0,60.0,0,0.0,27.68,,,4,26.0,,1.0,0.0,,,0.0,1.0,0.0,1,0.0,1,100.5,6029.0,0.0,,1660.8,7689.8,234.0,0.0,,27.68
6646-QVXLR,1.0,20.0,0.0,1.0,1.0,1.0,0.0,,790,92065.0,,-116.833922,0,1.0,0.0,36.0,0,0.0,19.64,1.0,,4,,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0,0.0,1,94.8,3565.65,,,707.04,4242.43,33104.0,,,19.64
3755-JBMNH,,66.0,1.0,0.0,,1.0,0.0,4.0,1101,92071.0,32.847336,-116.997605,0,1.0,0.0,8.0,5,0.0,41.85,1.0,0.0,2,5.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,2,0.0,0,69.7,572.85,0.0,0.0,334.8,907.65,53510.0,0.0,0.0,41.85
5692-FPTAH,,,1.0,0.0,1.0,1.0,0.0,3.0,1101,92082.0,33.25283,-116.986079,1,1.0,0.0,71.0,1,0.0,4.75,0.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.0,3,24.65,1766.75,0.0,0.0,337.25,2104.0,14575.0,0.0,0.0,4.75
2995-YWTCD,,,,,,,,5.0,1024,92082.0,33.25283,-116.986079,1,,0.0,15.0,6,0.0,16.13,1.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,2,19.8,309.4,0.0,0.0,241.95,551.3499999999999,14575.0,0.0,0.0,16.13
5567-WSELE,1.0,73.0,1.0,0.0,0.0,1.0,0.0,3.0,1037,92083.0,,,0,0.0,2.0,70.0,6,0.0,15.9,1.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.0,1,19.55,1462.05,0.0,0.0,1113.0,2575.05,62036.0,0.0,0.0,15.9
0923-PNFUB,1.0,50.0,1.0,1.0,1.0,1.0,0.0,4.0,1037,92083.0,33.17494,-117.242761,0,1.0,0.0,12.0,0,0.0,31.22,1.0,,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0,45.05,523.1,0.0,0.0,374.64,897.74,62036.0,0.0,0.0,31.22
8433-WPJTV,,,,,,,,3.0,1037,92083.0,33.17494,-117.242761,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,62036.0,,,
6067-NGCEU,0.0,74.0,1.0,0.0,0.0,1.0,0.0,3.0,849,92102.0,32.716007,-117.117462,0,0.0,,49.0,0,0.0,1.67,1.0,0.0,1,15.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,2,1.0,1,49.8,2398.4,0.0,0.0,81.83,2480.23,47140.0,0.0,0.0,1.67
3498-LZGQZ,1.0,46.0,1.0,1.0,1.0,,,3.0,849,92102.0,32.716007,-117.117462,0,1.0,0.0,69.0,1,0.0,,1.0,0.0,4,22.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2,0.0,1,82.45,5555.3,15.38,0.0,1775.37,7315.29,47140.0,0.22289855072463768,0.0,25.729999999999997
1821-BUCWY,,,,,,,,,849,92102.0,32.716007,,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,47140.0,,,
4686-UXDML,1.0,69.0,1.0,0.0,0.0,0.0,1.0,,849,92114.0,32.707892,-117.05512,0,0.0,9.0,24.0,0,0.0,20.78,1.0,,4,23.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,2,0.0,0,96.55,2263.45,0.0,0.0,498.72,2762.17,66838.0,0.0,0.0,20.78
2061-VVFST,1.0,73.0,1.0,0.0,0.0,1.0,0.0,4.0,849,92114.0,32.707892,-117.05512,0,0.0,1.0,72.0,1,0.0,35.04,0.0,0.0,2,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,2,109.75,8075.35,0.0,0.0,2522.88,10598.23,66838.0,0.0,0.0,35.04
4568-TTZRT,0.0,71.0,1.0,0.0,1.0,1.0,0.0,3.0,718,92260.0,33.694501,-116.412711,0,1.0,0.0,11.0,0,0.0,41.58,1.0,0.0,2,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,0.0,0,78.5,874.2,0.0,,457.38,1331.58,29340.0,0.0,,41.58
0739-UUAJR,1.0,30.0,1.0,1.0,1.0,1.0,0.0,3.0,718,92260.0,33.694501,-116.412711,0,1.0,0.0,39.0,3,0.0,1.57,1.0,,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,2,20.15,826.0,25.92,0.0,61.23,861.3100000000001,29340.0,0.6646153846153846,0.0,1.5699999999999998
7054-LGEQW,1.0,65.0,1.0,0.0,1.0,1.0,0.0,,2,92301.0,,-117.536183,0,1.0,0.0,72.0,6,,26.87,0.0,0.0,2,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,0,,7774.05,0.0,0.0,,9708.69,18980.0,0.0,0.0,
4187-CINZD,0.0,,1.0,1.0,1.0,0.0,1.0,4.0,2,92301.0,,-117.536183,0,1.0,0.0,21.0,4,0.0,31.26,0.0,1.0,3,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,3,24.7,467.15,0.0,0.0,656.46,,18980.0,0.0,0.0,31.26
5842-POCOP,0.0,34.0,1.0,1.0,,1.0,0.0,3.0,2,92301.0,34.667815,-117.536183,0,1.0,,10.0,0,0.0,15.45,1.0,0.0,0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,0.0,3,,436.2,0.0,0.0,154.5,590.7,18980.0,0.0,0.0,15.45
4835-YSJMR,0.0,38.0,1.0,1.0,,0.0,2.0,3.0,2,92301.0,34.667815,-117.536183,1,0.0,1.0,24.0,6,0.0,36.05,0.0,0.0,0,24.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1,0.0,2,84.8,1990.5,48.23,0.0,865.1999999999999,2807.47,18980.0,2.009583333333333,0.0,36.05
1699-UOTXU,1.0,73.0,1.0,0.0,0.0,1.0,0.0,4.0,239,92327.0,,-116.821698,0,0.0,,12.0,0,0.0,37.15,1.0,0.0,1,13.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1,0.0,3,79.2,,0.0,20.0,445.8,1409.65,678.0,0.0,1.6666666666666667,37.15
9837-BMCLM,0.0,,1.0,1.0,1.0,1.0,0.0,3.0,239,92327.0,34.875144,,0,1.0,0.0,2.0,5,0.0,27.17,0.0,0.0,2,23.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0,1.0,1,90.75,174.75,0.0,0.0,54.34,,678.0,0.0,0.0,27.17
4054-CUMIA,1.0,71.0,1.0,0.0,1.0,1.0,0.0,3.0,1101,92536.0,33.482243,-116.827173,0,1.0,0.0,18.0,0,0.0,7.51,1.0,0.0,2,24.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3,0.0,0,73.55,1359.45,0.0,0.0,135.18,1494.63,2433.0,0.0,0.0,7.510000000000001
8029-XYPWT,,,,,,,,,5,92536.0,,-116.827173,0,,,24.0,0,0.0,34.24,1.0,1.0,3,,1.0,1.0,1.0,1.0,,,1.0,1.0,2,1.0,2,19.75,498.1,0.0,0.0,821.76,1319.86,2433.0,0.0,0.0,34.24
7028-DVOIQ,1.0,67.0,1.0,0.0,0.0,1.0,0.0,,668,92860.0,,-117.559639,0,0.0,1.0,52.0,0,0.0,,0.0,0.0,2,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0.0,3,109.1,5647.95,0.0,0.0,213.72000000000003,5861.67,22443.0,0.0,0.0,4.11
7508-SMHXL,0.0,46.0,1.0,1.0,1.0,1.0,0.0,4.0,668,92860.0,33.925833,-117.559639,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,22443.0,,,
2239-JALAW,1.0,,,0.0,0.0,1.0,0.0,5.0,469,93239.0,35.996923,-120.000951,0,0.0,,52.0,0,0.0,27.74,0.0,0.0,2,18.0,1.0,0.0,,,,0.0,1.0,1.0,1,0.0,0,106.5,5621.85,0.0,90.0,1442.48,7154.33,1809.0,0.0,1.7307692307692308,27.740000000000002
2038-LLMLM,1.0,46.0,1.0,1.0,1.0,1.0,0.0,5.0,469,93239.0,35.996923,-120.000951,0,1.0,0.0,,4,0.0,3.55,1.0,0.0,1,29.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0,,1,45.25,428.7,44.9,0.0,35.5,419.3,1809.0,,,
7096-UCLNH,1.0,19.0,0.0,1.0,1.0,1.0,0.0,1.0,782,93260.0,35.861928,-118.636698,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,266.0,,,
4135-FRWKJ,1.0,47.0,1.0,1.0,1.0,1.0,0.0,4.0,782,93260.0,35.861928,-118.636698,0,1.0,0.0,57.0,0,0.0,,0.0,0.0,2,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,1,1.0,0,94.7,5468.95,0.0,0.0,2219.58,7688.53,266.0,0.0,0.0,38.94
7820-ZYGNY,,,,,,,,,943,93265.0,,-118.693138,0,,,57.0,0,0.0,1.54,0.0,0.0,1,15.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,0,1.0,0,65.2,,0.0,,87.78,3775.63,3546.0,0.0,,1.54
2208-UGTGR,1.0,72.0,1.0,0.0,1.0,1.0,0.0,,1036,93291.0,36.391777,-119.372842,0,1.0,0.0,39.0,0,,10.03,0.0,0.0,2,13.0,1.0,,,1.0,0.0,0.0,1.0,0.0,2,0.0,0,99.75,4036.0,0.0,0.0,391.17,,36718.0,0.0,0.0,10.030000000000001
5712-AHQNN,0.0,24.0,0.0,1.0,,0.0,1.0,3.0,1101,93291.0,36.391777,,0,,,,0,1.0,0.0,,,4,76.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,33.6,2117.2,0.0,110.0,,2227.2,36718.0,,,
9314-QDMDW,,76.0,1.0,0.0,,1.0,0.0,4.0,864,93405.0,,-120.727344,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,31982.0,,,
5227-JSCFE,1.0,72.0,1.0,0.0,,1.0,0.0,3.0,131,93518.0,,-118.527064,0,1.0,0.0,34.0,0,1.0,0.0,1.0,0.0,4,28.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0.0,0,56.25,,0.0,0.0,0.0,1765.95,1022.0,0.0,0.0,0.0
7162-WPHPM,1.0,39.0,1.0,1.0,1.0,1.0,0.0,3.0,1101,93518.0,35.358953,,0,1.0,0.0,1.0,5,0.0,9.05,1.0,0.0,2,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,,0,75.7,,,0.0,9.05,84.75,1022.0,,0.0,9.05
8361-LTMKD,1.0,,1.0,1.0,1.0,1.0,0.0,3.0,131,93518.0,35.358953,-118.527064,0,1.0,0.0,,0,,,1.0,0.0,4,9.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,1,56.7,1652.95,0.0,0.0,680.6700000000001,2333.62,1022.0,,,
3785-KTYSH,,,,,,,,,131,93518.0,35.358953,-118.527064,1,,0.0,6.0,0,0.0,27.78,1.0,1.0,3,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,2,19.7,111.65,0.0,0.0,166.68,278.33000000000004,1022.0,0.0,0.0,27.78
6317-YPKDH,0.0,23.0,0.0,1.0,1.0,1.0,0.0,3.0,693,93549.0,,-117.865469,0,1.0,0.0,,0,0.0,35.28,1.0,0.0,4,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,1,71.35,71.35,,0.0,35.28,106.63,318.0,,,
8603-IJWDN,0.0,56.0,1.0,1.0,,0.0,3.0,,1101,93549.0,36.296851,-117.865469,0,0.0,3.0,4.0,0,,,,0.0,1,53.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1.0,1,38.55,156.1,0.0,0.0,0.0,156.1,318.0,0.0,0.0,0.0
2150-UWTFY,0.0,72.0,1.0,0.0,0.0,1.0,0.0,3.0,786,93651.0,,-119.505661,0,0.0,2.0,34.0,0,0.0,12.98,1.0,0.0,2,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.0,1,71.55,2427.35,0.0,0.0,441.32,2868.67,1314.0,0.0,0.0,12.98
0323-XWWTN,,78.0,1.0,0.0,0.0,1.0,0.0,,789,93652.0,36.594542,,0,0.0,10.0,19.0,0,0.0,19.57,0.0,0.0,2,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2,0.0,0,94.95,,0.0,0.0,371.83,,265.0,0.0,0.0,19.57
8623-TMRBY,,,,,,,,3.0,789,93652.0,36.594542,-119.905245,1,0.0,,72.0,1,0.0,29.29,0.0,0.0,1,30.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0.0,0,82.3,5980.55,0.0,,2108.88,8229.43,265.0,0.0,,29.290000000000003
3070-DVEYC,0.0,69.0,1.0,0.0,0.0,1.0,0.0,5.0,349,93720.0,36.878709,-119.7645,1,1.0,0.0,71.0,1,0.0,,0.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,0,24.85,1901.0,0.0,0.0,1575.49,3476.49,45087.0,0.0,0.0,22.19
7010-ZMVBF,,71.0,1.0,0.0,0.0,1.0,0.0,4.0,349,93725.0,36.623632,-119.741322,0,0.0,8.0,7.0,0,0.0,41.97,1.0,0.0,2,11.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,2,0.0,0,,605.45,0.0,0.0,293.79,899.24,21010.0,0.0,0.0,41.970000000000006
0277-BKSQP,1.0,54.0,1.0,1.0,0.0,1.0,0.0,,349,93726.0,36.793601,-119.761131,0,0.0,7.0,12.0,0,1.0,0.0,1.0,0.0,4,27.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1,1.0,1,33.15,444.75,0.0,0.0,0.0,444.75,39148.0,0.0,0.0,0.0
0281-CNTZX,0.0,44.0,1.0,1.0,1.0,0.0,1.0,,1101,93726.0,36.793601,-119.761131,0,1.0,0.0,41.0,0,0.0,13.76,1.0,0.0,0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,1,1.0,3,70.2,2894.55,0.0,0.0,564.16,3458.71,39148.0,0.0,0.0,13.76
8663-UPDGF,0.0,58.0,1.0,1.0,1.0,1.0,0.0,1.0,158,93923.0,36.460611,-121.852507,0,1.0,0.0,1.0,5,0.0,1.28,1.0,0.0,4,27.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0,1.0,3,50.8,50.8,,0.0,1.28,52.08,13121.0,,0.0,1.28
2522-WLNSF,,45.0,1.0,1.0,0.0,1.0,0.0,3.0,158,93923.0,36.460611,-121.852507,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,13121.0,,,
0862-PRCBS,1.0,80.0,1.0,0.0,1.0,1.0,0.0,3.0,1101,94043.0,37.419725,-122.062947,0,1.0,0.0,45.0,6,0.0,18.46,0.0,0.0,0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,,3,70.05,3062.45,0.0,0.0,830.7,3893.15,27822.0,0.0,0.0,18.46
8165-ZJRNM,0.0,55.0,1.0,1.0,0.0,1.0,0.0,2.0,644,94043.0,37.419725,-122.062947,0,0.0,6.0,50.0,2,0.0,42.21,0.0,0.0,2,14.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,3,0.0,0,,5017.9,0.0,0.0,,7128.4,27822.0,0.0,0.0,
9514-JDSKI,0.0,67.0,1.0,0.0,1.0,1.0,0.0,4.0,855,94074.0,37.331762,-122.341444,0,1.0,0.0,5.0,5,0.0,,1.0,0.0,2,15.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,0.0,0,,408.5,0.0,,91.9,500.4,291.0,0.0,,18.380000000000003
6377-WHAOX,1.0,19.0,0.0,1.0,1.0,1.0,0.0,,855,94074.0,37.331762,-122.341444,0,1.0,0.0,2.0,6,0.0,27.17,1.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3,1.0,2,19.5,27.55,,0.0,,81.89,291.0,,0.0,
3563-SVYLG,,,,,,,,3.0,855,94074.0,37.331762,-122.341444,0,,0.0,11.0,4,0.0,29.16,1.0,0.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,1,44.65,472.25,0.0,0.0,320.76,793.01,291.0,0.0,0.0,29.16
4884-ZTHVF,0.0,38.0,1.0,1.0,1.0,1.0,0.0,4.0,852,94103.0,37.773147,-122.411287,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,23036.0,,,
1027-LKKQQ,,,1.0,,1.0,1.0,0.0,3.0,852,94111.0,37.801776,,0,1.0,0.0,12.0,0,,16.59,1.0,1.0,3,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1,1.0,1,20.05,267.0,0.0,0.0,,466.08,3337.0,0.0,0.0,
5985-BEHZK,1.0,44.0,1.0,1.0,0.0,0.0,3.0,4.0,852,94111.0,37.801776,-122.402293,0,0.0,5.0,13.0,0,0.0,35.19,0.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.0,0,25.0,332.5,0.0,0.0,,789.97,3337.0,0.0,0.0,
9258-CNWAC,0.0,79.0,1.0,0.0,0.0,1.0,0.0,3.0,1101,94574.0,38.581354,-122.296283,1,0.0,7.0,67.0,1,0.0,42.07,1.0,0.0,0,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,0.0,0,60.95,4119.4,17.19,0.0,2818.69,6920.9,9423.0,0.2565671641791045,0.0,42.07
7375-WMVMT,1.0,51.0,1.0,1.0,1.0,1.0,0.0,,1101,94574.0,38.581354,-122.296283,0,1.0,,33.0,0,0.0,20.29,,0.0,2,30.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0,83.35,2757.85,0.0,40.0,669.5699999999999,3467.42,9423.0,0.0,1.2121212121212122,20.29
6101-IMRMM,1.0,,0.0,1.0,0.0,1.0,0.0,3.0,1101,94574.0,38.581354,-122.296283,0,0.0,1.0,33.0,0,0.0,35.31,0.0,,3,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2,0.0,3,24.5,740.3,35.05,0.0,1165.23,1870.48,9423.0,1.062121212121212,0.0,35.31
3812-LRZIR,1.0,31.0,1.0,1.0,1.0,1.0,0.0,3.0,836,94574.0,38.581354,-122.296283,0,1.0,0.0,58.0,6,0.0,38.62,0.0,1.0,3,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2,1.0,1,24.35,1423.85,0.0,0.0,2239.96,3663.81,9423.0,0.0,0.0,38.62
7064-FRRSW,1.0,68.0,1.0,0.0,1.0,1.0,0.0,3.0,861,94579.0,37.687264,-122.15728,0,1.0,0.0,29.0,6,0.0,8.88,0.0,0.0,1,22.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,2,0.0,3,58.55,1718.95,33.1,0.0,,1943.37,19815.0,1.1413793103448275,0.0,
9233-PSYHO,1.0,40.0,1.0,1.0,1.0,1.0,0.0,4.0,861,94579.0,37.687264,-122.15728,0,1.0,0.0,2.0,5,0.0,43.27,1.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,2,20.0,40.9,0.0,0.0,86.54,127.44,19815.0,0.0,0.0,43.27
9430-FRQOC,,,,,,,,2.0,861,94579.0,,-122.15728,1,1.0,0.0,35.0,3,0.0,45.14,,0.0,2,41.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,1,85.3,2917.5,23.89,130.0,1579.9,4603.51,19815.0,0.6825714285714286,3.7142857142857144,45.14
0376-OIWME,1.0,73.0,1.0,0.0,1.0,1.0,0.0,4.0,686,94609.0,,-122.26437,0,1.0,0.0,14.0,0,0.0,7.34,0.0,0.0,2,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,2,,0,80.35,,32.71,0.0,102.76,1128.15,21097.0,2.3364285714285713,0.0,7.340000000000001
5931-FLJJF,0.0,37.0,1.0,1.0,1.0,1.0,0.0,4.0,686,94609.0,37.834341,-122.26437,0,1.0,0.0,64.0,0,0.0,45.82,0.0,0.0,2,14.0,,0.0,0.0,1.0,0.0,0.0,0.0,,2,0.0,0,104.4,,0.0,0.0,2932.48,9625.13,21097.0,0.0,0.0,45.82
8896-BQTTI,,,,0.0,1.0,1.0,0.0,4.0,74,94709.0,,-122.26609,0,1.0,0.0,18.0,6,0.0,25.7,1.0,0.0,2,,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,2,0.0,0,84.95,1443.65,,70.0,462.6,1971.49,10147.0,,3.888888888888889,25.700000000000003
6211-WWLTF,1.0,61.0,1.0,1.0,1.0,1.0,0.0,,74,94709.0,37.878554,-122.26609,0,1.0,,7.0,0,0.0,40.32,0.0,0.0,2,18.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,3,0.0,1,79.65,604.7,0.0,0.0,,886.94,10147.0,0.0,0.0,
0218-QNVAS,1.0,62.0,1.0,1.0,0.0,0.0,3.0,5.0,74,94709.0,,-122.26609,0,0.0,9.0,1.0,0,0.0,30.09,1.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1,20.35,20.35,0.0,0.0,30.09,50.44,10147.0,0.0,0.0,30.09
6158-HDPXZ,0.0,76.0,1.0,0.0,0.0,1.0,0.0,4.0,677,94945.0,38.135897,-122.563683,0,0.0,5.0,31.0,3,0.0,46.06,,,2,18.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2,1.0,0,89.45,2807.65,31.58,0.0,1427.86,4203.93,16429.0,1.0187096774193547,0.0,46.059999999999995
8807-ARQET,1.0,26.0,0.0,1.0,1.0,1.0,0.0,3.0,677,94945.0,38.135897,-122.563683,1,1.0,0.0,5.0,5,0.0,43.99,1.0,0.0,2,42.0,1.0,,1.0,,1.0,0.0,0.0,1.0,0,0.0,0,80.0,412.5,40.0,10.0,219.95,602.45,16429.0,8.0,2.0,43.989999999999995
7181-OQCUT,1.0,54.0,1.0,1.0,0.0,1.0,0.0,3.0,677,94945.0,38.135897,-122.563683,0,0.0,1.0,5.0,0,,7.0,1.0,0.0,2,23.0,1.0,0.0,1.0,1.0,1.0,0.0,,,0,0.0,0,83.6,404.2,24.44,0.0,35.0,414.76,16429.0,4.888,0.0,7.0
