Customer ID,Count_x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,Count_y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,ID,Population
5227-JSCFE,,Female,72.0,No,Yes,,No,0.0,3.0,1.0,United States,California,Caliente,93518.0,"35.358953, -118.527064",,-118.527064,1.0,Q3,No,0.0,34.0,None,No,0.0,No,Yes,,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,56.25,,0.0,0.0,0.0,1765.95,759.0,1022.0
7162-WPHPM,1.0,Female,39.0,No,No,No,No,,3.0,1.0,United States,California,,93518.0,,35.358953,,1.0,Q3,No,0.0,1.0,Offer E,Yes,9.05,No,Yes,Fiber Optic,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,,Bank Withdrawal,75.7,,,0.0,9.05,84.75,759.0,1022.0
8361-LTMKD,1.0,Female,,No,No,No,No,0.0,3.0,1.0,United States,California,Caliente,93518.0,,35.358953,-118.527064,1.0,Q3,No,0.0,,None,,,No,Yes,,9.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.7,1652.95,0.0,0.0,680.6700000000001,2333.62,759.0,1022.0
3785-KTYSH,,,,,,,,,,1.0,United States,California,Caliente,93518.0,"35.358953, -118.527064",35.358953,-118.527064,1.0,,,0.0,6.0,None,Yes,27.78,No,No,None,0.0,No,,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.7,111.65,0.0,0.0,166.68,278.33000000000004,759.0,1022.0
6317-YPKDH,1.0,Male,23.0,Yes,No,No,No,0.0,3.0,,United States,California,Olancha,93549.0,"36.296851, -117.865469",,-117.865469,,Q3,No,0.0,,None,Yes,35.28,No,Yes,,,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,71.35,,0.0,35.28,106.63,777.0,318.0
8603-IJWDN,1.0,Male,56.0,,No,,Yes,3.0,,1.0,United States,California,,93549.0,,36.296851,-117.865469,1.0,Q3,Yes,3.0,4.0,None,,,,Yes,DSL,53.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,38.55,156.1,0.0,0.0,0.0,156.1,777.0,318.0
2150-UWTFY,1.0,Male,72.0,No,,Yes,No,0.0,3.0,1.0,United States,California,Prather,93651.0,"37.007238, -119.505661",,-119.505661,1.0,Q3,Yes,2.0,34.0,None,Yes,12.98,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,71.55,2427.35,0.0,0.0,441.32,2868.67,828.0,1314.0
0323-XWWTN,1.0,,78.0,No,Yes,Yes,No,0.0,,1.0,,California,Raisin City,93652.0,"36.594542, -119.905245",36.594542,,1.0,Q3,Yes,10.0,19.0,None,Yes,19.57,Yes,Yes,Fiber Optic,,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.95,,0.0,0.0,371.83,,829.0,265.0
8623-TMRBY,,,,,,,,,3.0,1.0,United States,California,Raisin City,93652.0,"36.594542, -119.905245",36.594542,-119.905245,1.0,,Yes,,72.0,Offer A,Yes,29.29,Yes,Yes,DSL,30.0,,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,82.3,5980.55,0.0,,2108.88,8229.43,829.0,265.0
3070-DVEYC,1.0,Male,69.0,No,Yes,Yes,No,0.0,5.0,1.0,United States,California,Fresno,93720.0,"36.878709, -119.7645",36.878709,-119.7645,1.0,,No,0.0,71.0,Offer A,Yes,,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.85,1901.0,0.0,0.0,1575.49,3476.49,852.0,45087.0
7010-ZMVBF,1.0,,71.0,No,Yes,Yes,No,0.0,4.0,1.0,United States,California,Fresno,93725.0,"36.623632, -119.741322",36.623632,-119.741322,1.0,Q3,Yes,8.0,7.0,None,Yes,41.97,No,Yes,Fiber Optic,11.0,No,No,No,No,,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,,605.45,0.0,0.0,293.79,899.24,855.0,21010.0
0277-BKSQP,1.0,Female,54.0,No,No,Yes,,0.0,,1.0,United States,California,Fresno,93726.0,"36.793601, -119.761131",36.793601,-119.761131,1.0,Q3,Yes,7.0,12.0,None,No,0.0,No,Yes,,27.0,Yes,No,No,,No,No,No,Yes,One Year,No,Credit Card,33.15,444.75,0.0,0.0,0.0,444.75,856.0,39148.0
0281-CNTZX,1.0,Male,44.0,No,No,No,Yes,1.0,,1.0,United States,California,,93726.0,"36.793601, -119.761131",36.793601,-119.761131,,Q3,No,0.0,41.0,None,Yes,13.76,No,Yes,Cable,11.0,Yes,Yes,Yes,No,Yes,No,No,,One Year,No,,70.2,2894.55,0.0,0.0,564.16,3458.71,856.0,39148.0
8663-UPDGF,1.0,Male,58.0,No,No,No,No,,1.0,1.0,United States,California,Carmel,93923.0,,36.460611,-121.852507,1.0,Q3,No,0.0,1.0,Offer E,Yes,1.28,No,Yes,,27.0,No,Yes,,No,No,No,No,Yes,Month-to-Month,No,,50.8,50.8,,0.0,1.28,52.08,866.0,13121.0
2522-WLNSF,1.0,,45.0,No,No,Yes,No,0.0,3.0,1.0,,California,Carmel,93923.0,"36.460611, -121.852507",36.460611,-121.852507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.0,13121.0
0862-PRCBS,1.0,Female,80.0,No,Yes,No,,0.0,3.0,1.0,United States,California,,94043.0,"37.419725, -122.062947",37.419725,-122.062947,1.0,Q3,No,0.0,45.0,,Yes,18.46,Yes,Yes,Cable,,,No,No,Yes,No,Yes,Yes,Yes,Two Year,,,70.05,3062.45,0.0,0.0,830.7,3893.15,900.0,27822.0
8165-ZJRNM,,Male,55.0,No,No,Yes,No,0.0,2.0,1.0,United States,California,Mountain View,94043.0,"37.419725, -122.062947",37.419725,-122.062947,1.0,Q3,Yes,6.0,50.0,Offer B,Yes,42.21,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,,Yes,Yes,,Yes,Bank Withdrawal,,5017.9,0.0,0.0,,7128.4,900.0,27822.0
9514-JDSKI,1.0,Male,67.0,No,Yes,No,No,0.0,4.0,1.0,United States,,San Gregorio,94074.0,"37.331762, -122.341444",37.331762,-122.341444,,Q3,No,0.0,5.0,Offer E,Yes,,No,Yes,Fiber Optic,15.0,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,,408.5,0.0,,91.9,500.4,909.0,291.0
6377-WHAOX,1.0,Female,19.0,Yes,No,No,No,0.0,,1.0,,California,San Gregorio,94074.0,"37.331762, -122.341444",37.331762,-122.341444,1.0,Q3,No,0.0,2.0,,Yes,27.17,No,No,None,0.0,No,No,No,No,No,No,,No,,No,Mailed Check,19.5,27.55,,0.0,,81.89,909.0,291.0
3563-SVYLG,,,,,,,,,3.0,1.0,United States,California,San Gregorio,94074.0,"37.331762, -122.341444",37.331762,-122.341444,1.0,Q3,,0.0,11.0,Offer D,Yes,29.16,No,Yes,DSL,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.65,472.25,0.0,0.0,320.76,793.01,909.0,291.0
4884-ZTHVF,1.0,Male,38.0,No,No,No,No,0.0,4.0,1.0,,California,San Francisco,94103.0,"37.773147, -122.411287",37.773147,-122.411287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.0,23036.0
1027-LKKQQ,1.0,,,No,,No,No,0.0,3.0,1.0,United States,California,San Francisco,94111.0,"37.801776, -122.402293",37.801776,,1.0,Q3,No,0.0,12.0,None,,16.59,No,No,None,0.0,,No,No,No,No,No,No,,One Year,No,Credit Card,20.05,267.0,0.0,0.0,,466.08,922.0,3337.0
5985-BEHZK,1.0,Female,44.0,No,No,Yes,Yes,3.0,4.0,1.0,United States,California,San Francisco,94111.0,"37.801776, -122.402293",37.801776,-122.402293,1.0,Q3,Yes,5.0,13.0,None,Yes,35.19,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.0,332.5,0.0,0.0,,789.97,922.0,3337.0
9258-CNWAC,1.0,Male,79.0,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,,94574.0,"38.581354, -122.296283",38.581354,-122.296283,1.0,,Yes,7.0,67.0,Offer A,Yes,42.07,No,Yes,Cable,,,Yes,No,Yes,No,No,No,Yes,,Yes,Bank Withdrawal,60.95,4119.4,17.19,0.0,2818.69,6920.9,1000.0,9423.0
7375-WMVMT,1.0,Female,51.0,No,No,No,No,0.0,,1.0,United States,,,94574.0,"38.581354, -122.296283",38.581354,-122.296283,1.0,Q3,No,,33.0,None,Yes,20.29,,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.35,2757.85,0.0,40.0,669.5699999999999,3467.42,1000.0,9423.0
6101-IMRMM,1.0,Female,,Yes,No,Yes,No,0.0,3.0,1.0,United States,California,,94574.0,"38.581354, -122.296283",38.581354,-122.296283,,Q3,Yes,1.0,33.0,None,Yes,35.31,Yes,,None,0.0,No,No,No,No,,No,No,No,Two Year,Yes,,24.5,740.3,35.05,0.0,1165.23,1870.48,1000.0,9423.0
3812-LRZIR,1.0,Female,31.0,No,No,No,,0.0,3.0,1.0,United States,California,Saint Helena,94574.0,"38.581354, -122.296283",38.581354,-122.296283,1.0,Q3,No,0.0,58.0,,Yes,38.62,Yes,No,None,,No,No,No,No,No,No,,No,Two Year,No,Credit Card,24.35,1423.85,0.0,0.0,2239.96,3663.81,1000.0,9423.0
7064-FRRSW,1.0,Female,68.0,No,Yes,No,No,0.0,3.0,1.0,United States,California,San Leandro,94579.0,"37.687264, -122.15728",37.687264,-122.15728,1.0,Q3,No,0.0,29.0,,Yes,8.88,Yes,Yes,DSL,22.0,Yes,Yes,No,No,No,No,No,,Two Year,Yes,,58.55,1718.95,33.1,0.0,,1943.37,1004.0,19815.0
9233-PSYHO,,Female,40.0,No,No,No,No,0.0,4.0,1.0,United States,California,San Leandro,94579.0,"37.687264, -122.15728",37.687264,-122.15728,1.0,Q3,No,0.0,2.0,Offer E,Yes,43.27,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,,Mailed Check,20.0,40.9,0.0,0.0,86.54,127.44,1004.0,19815.0
9430-FRQOC,,,,,,,,,2.0,1.0,United States,California,San Leandro,94579.0,,,-122.15728,1.0,,No,0.0,35.0,Offer C,Yes,45.14,,Yes,Fiber Optic,41.0,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,85.3,2917.5,23.89,130.0,1579.9,4603.51,1004.0,19815.0
0376-OIWME,1.0,Female,73.0,No,Yes,No,No,0.0,4.0,,United States,,Oakland,94609.0,"37.834341, -122.26437",,-122.26437,1.0,Q3,No,0.0,14.0,None,Yes,7.34,Yes,Yes,Fiber Optic,3.0,No,No,,No,No,No,No,Yes,Two Year,,Bank Withdrawal,80.35,,32.71,0.0,102.76,1128.15,1026.0,21097.0
5931-FLJJF,1.0,Male,37.0,No,,No,No,0.0,4.0,1.0,United States,California,Oakland,94609.0,"37.834341, -122.26437",37.834341,-122.26437,1.0,Q3,No,0.0,64.0,None,Yes,45.82,Yes,Yes,Fiber Optic,14.0,,Yes,Yes,No,Yes,Yes,Yes,,Two Year,Yes,Bank Withdrawal,104.4,,0.0,0.0,2932.48,9625.13,1026.0,21097.0
8896-BQTTI,1.0,,,,Yes,No,No,0.0,4.0,,,California,Berkeley,94709.0,"37.878554, -122.26609",,-122.26609,1.0,Q3,No,0.0,18.0,,Yes,25.7,No,Yes,Fiber Optic,,No,No,Yes,No,,Yes,No,No,Two Year,Yes,Bank Withdrawal,84.95,1443.65,,70.0,462.6,1971.49,1040.0,10147.0
6211-WWLTF,1.0,Female,61.0,No,No,No,No,,,1.0,United States,California,Berkeley,94709.0,"37.878554, -122.26609",37.878554,-122.26609,,Q3,No,,7.0,None,Yes,40.32,Yes,Yes,Fiber Optic,18.0,Yes,No,No,,No,No,No,Yes,,Yes,Credit Card,79.65,604.7,0.0,0.0,,886.94,1040.0,10147.0
0218-QNVAS,1.0,Female,62.0,No,No,Yes,Yes,3.0,5.0,1.0,United States,California,Berkeley,94709.0,,,-122.26609,1.0,Q3,Yes,9.0,1.0,None,Yes,30.09,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,20.35,0.0,0.0,30.09,50.44,1040.0,10147.0
6158-HDPXZ,1.0,Male,76.0,No,Yes,Yes,,0.0,4.0,1.0,,California,Novato,94945.0,"38.135897, -122.563683",38.135897,-122.563683,1.0,Q3,Yes,5.0,31.0,Offer C,Yes,46.06,,,Fiber Optic,18.0,,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,31.58,0.0,1427.86,4203.93,1065.0,16429.0
8807-ARQET,1.0,Female,26.0,Yes,No,No,,0.0,3.0,1.0,United States,California,Novato,94945.0,"38.135897, -122.563683",38.135897,-122.563683,1.0,,No,0.0,5.0,Offer E,Yes,43.99,No,Yes,Fiber Optic,42.0,No,,No,,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.0,412.5,40.0,10.0,219.95,602.45,1065.0,16429.0
7181-OQCUT,1.0,Female,54.0,No,No,Yes,No,0.0,3.0,1.0,United States,California,Novato,94945.0,"38.135897, -122.563683",38.135897,-122.563683,1.0,Q3,Yes,1.0,5.0,None,,7.0,No,Yes,Fiber Optic,23.0,No,Yes,No,No,No,Yes,,,Month-to-Month,Yes,Bank Withdrawal,83.6,404.2,24.44,0.0,35.0,414.76,1065.0,16429.0
0058-EVZWM,1.0,Male,66.0,No,Yes,,Yes,2.0,,1.0,United States,California,Petaluma,94952.0,"38.237018, -122.77872",38.237018,-122.77872,1.0,,Yes,6.0,24.0,,Yes,4.06,Yes,Yes,,28.0,Yes,No,No,No,,No,No,Yes,,Yes,Bank Withdrawal,79.85,,0.0,0.0,97.44,1955.19,1071.0,31930.0
8338-QIUNR,1.0,Female,26.0,Yes,No,No,No,0.0,3.0,1.0,United States,California,Petaluma,94952.0,"38.237018, -122.77872",38.237018,-122.77872,1.0,Q3,No,0.0,54.0,None,Yes,11.76,Yes,Yes,Fiber Optic,52.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.1,5064.85,,0.0,635.04,5699.89,1071.0,31930.0
4083-EUGRJ,1.0,Male,23.0,Yes,,,No,0.0,4.0,1.0,United States,California,Petaluma,94954.0,"38.235021, -122.557332",38.235021,-122.557332,1.0,,No,0.0,41.0,None,Yes,41.21,,No,None,0.0,,No,,No,No,No,No,No,,,,25.25,996.45,0.0,0.0,1689.61,2686.0600000000004,1072.0,35419.0
9944-HKVVB,1.0,Female,51.0,,No,No,No,0.0,3.0,1.0,United States,,Petaluma,94954.0,"38.235021, -122.557332",38.235021,-122.557332,1.0,Q3,No,0.0,,None,Yes,6.16,Yes,Yes,DSL,12.0,,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.55,3263.9,0.0,0.0,252.56,3516.46,1072.0,35419.0
8800-ZKRFW,1.0,Female,76.0,No,Yes,Yes,Yes,1.0,3.0,,United States,California,San Martin,95046.0,"37.084697, -121.606417",37.084697,,1.0,Q3,Yes,7.0,46.0,Offer B,Yes,20.42,Yes,Yes,Fiber Optic,16.0,,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.2,4972.1,0.0,0.0,939.32,5911.42,1106.0,5671.0
9643-YBLUR,1.0,Male,63.0,No,No,,No,0.0,3.0,1.0,,California,San Martin,95046.0,,37.084697,-121.606417,1.0,Q3,Yes,1.0,25.0,None,,,No,Yes,,4.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,2178.6,0.0,,881.7500000000001,,1106.0,5671.0
1291-CUOCY,1.0,Male,23.0,Yes,,Yes,Yes,1.0,5.0,1.0,United States,California,San Martin,95046.0,"37.084697, -121.606417",,-121.606417,1.0,Q3,No,0.0,34.0,Offer C,Yes,5.39,Yes,,Cable,52.0,No,No,,No,Yes,,Yes,Yes,One Year,No,Bank Withdrawal,77.2,2753.8,0.0,0.0,183.26,2937.0600000000004,1106.0,5671.0
3763-GCZHZ,1.0,,62.0,No,No,No,No,0.0,4.0,1.0,United States,California,Stockton,95215.0,"37.946282, -121.139499",37.946282,-121.139499,,Q3,No,0.0,3.0,None,,20.1,Yes,Yes,DSL,29.0,No,No,No,,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.25,170.5,0.0,70.0,60.3,300.8,1156.0,23789.0
3295-YVUSR,1.0,Female,,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,Denair,95316.0,"37.524721, -120.757977",37.524721,-120.757977,1.0,Q3,Yes,2.0,54.0,,Yes,43.71,Yes,Yes,Fiber Optic,12.0,Yes,Yes,Yes,,Yes,,No,,One Year,Yes,Bank Withdrawal,115.6,6431.05,,0.0,,8791.39,1196.0,5513.0
8840-DQLGN,1.0,Female,59.0,,No,Yes,,0.0,,1.0,United States,California,Denair,95316.0,"37.524721, -120.757977",37.524721,-120.757977,1.0,Q3,,1.0,58.0,Offer B,Yes,26.36,Yes,Yes,DSL,8.0,Yes,No,No,Yes,,No,No,No,One Year,Yes,Bank Withdrawal,61.05,,0.0,0.0,1528.88,5007.63,1196.0,5513.0
8041-TMEID,1.0,Female,23.0,,No,No,No,0.0,4.0,1.0,United States,California,Denair,95316.0,"37.524721, -120.757977",37.524721,-120.757977,1.0,Q3,,0.0,41.0,Offer B,Yes,10.09,,No,,0.0,No,No,,No,No,,No,,Two Year,,Mailed Check,20.0,810.3,0.0,0.0,413.69,,1196.0,5513.0
0856-NAOES,1.0,Male,76.0,No,Yes,Yes,No,0.0,4.0,1.0,United States,California,Hilmar,95324.0,"37.394536, -120.890747",37.394536,-120.890747,1.0,Q3,Yes,10.0,60.0,Offer B,Yes,17.05,No,Yes,,21.0,No,Yes,Yes,No,Yes,,,Yes,One Year,Yes,Bank Withdrawal,97.95,,0.0,0.0,1023.0,6890.0,1203.0,7177.0
6029-CSMJE,1.0,Female,50.0,No,No,No,No,0.0,3.0,1.0,,California,,95324.0,"37.394536, -120.890747",37.394536,-120.890747,1.0,Q3,No,,1.0,None,No,0.0,No,Yes,DSL,18.0,,No,No,No,No,No,No,Yes,One Year,,Credit Card,,25.85,0.0,0.0,0.0,25.85,1203.0,7177.0
4560-WQAQW,1.0,Male,73.0,No,Yes,,No,0.0,,1.0,United States,,Long Barn,95335.0,,38.109125,-120.078597,1.0,Q3,Yes,,72.0,Offer A,Yes,33.68,Yes,,,10.0,No,,Yes,Yes,,,No,Yes,Two Year,No,Credit Card,77.35,5396.25,0.0,0.0,2424.96,7821.21,1212.0,683.0
9838-BFCQT,1.0,Female,79.0,No,Yes,,,0.0,4.0,,United States,California,Mi Wuk Village,95346.0,"38.121601, -120.133915",38.121601,-120.133915,1.0,Q3,No,0.0,70.0,,Yes,,Yes,Yes,Cable,3.0,,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,0.0,0.0,3308.9,8521.55,1218.0,1278.0
0259-GBZSH,1.0,Female,34.0,No,No,No,No,0.0,2.0,1.0,United States,,Mi Wuk Village,95346.0,"38.121601, -120.133915",38.121601,-120.133915,1.0,Q3,No,0.0,1.0,Offer E,,32.92,No,Yes,Fiber Optic,3.0,,No,,,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,,0.0,,32.92,113.17,1218.0,1278.0
8577-QSOCG,1.0,Male,74.0,No,Yes,,No,0.0,,1.0,,California,Snelling,95369.0,"37.521708, -120.426843",37.521708,-120.426843,1.0,Q3,No,0.0,9.0,None,Yes,,No,Yes,DSL,12.0,,No,No,,No,No,No,Yes,,No,Mailed Check,49.2,447.9,0.0,0.0,63.99,511.89,1235.0,1158.0
1628-BIZYP,1.0,Female,63.0,No,No,Yes,No,0.0,,1.0,United States,California,Snelling,95369.0,"37.521708, -120.426843",37.521708,-120.426843,1.0,Q3,Yes,1.0,61.0,None,,49.33,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,0.0,0.0,3009.13,9019.18,1235.0,1158.0
9600-NAXZN,1.0,Male,62.0,,No,Yes,Yes,3.0,5.0,1.0,United States,,Snelling,95369.0,"37.521708, -120.426843",37.521708,-120.426843,1.0,Q3,Yes,3.0,,None,Yes,,Yes,Yes,Fiber Optic,58.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.9,6241.35,0.0,0.0,2106.94,8348.29,1235.0,1158.0
0709-TVGUR,1.0,,,No,Yes,Yes,No,0.0,5.0,1.0,United States,California,,95448.0,"38.618347, -122.908422",38.618347,,1.0,Q3,Yes,7.0,72.0,,Yes,18.15,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,,,Yes,Yes,No,One Year,Yes,Credit Card,105.75,7629.85,,,1306.8,9016.65,1282.0,17979.0
4730-AWNAU,1.0,Male,23.0,Yes,No,,Yes,2.0,4.0,1.0,,California,Healdsburg,95448.0,"38.618347, -122.908422",38.618347,-122.908422,,Q3,,5.0,63.0,None,,28.92,Yes,No,None,0.0,No,,No,No,No,No,,No,Two Year,No,Credit Card,24.65,1574.5,0.0,0.0,,3396.46,1282.0,17979.0
5057-RKGLH,1.0,Female,70.0,,Yes,Yes,No,,3.0,1.0,United States,California,Kelseyville,95451.0,"38.93496, -122.792243",38.93496,-122.792243,1.0,Q3,Yes,8.0,62.0,Offer B,,22.74,Yes,Yes,Fiber Optic,18.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,6312.9,0.0,0.0,1409.88,7722.78,1285.0,9902.0
4959-JOSRX,,,,,,,,,,1.0,United States,California,Kelseyville,95451.0,"38.93496, -122.792243",38.93496,-122.792243,1.0,Q3,Yes,7.0,50.0,None,Yes,47.48,No,Yes,Fiber Optic,27.0,No,,Yes,Yes,Yes,,Yes,Yes,One Year,No,Credit Card,,,0.0,0.0,2374.0,7527.5,1285.0,9902.0
2003-CKLOR,,Female,80.0,No,Yes,No,No,0.0,,,United States,California,Occidental,95465.0,"38.415003, -122.998726",,-122.998726,,Q3,No,0.0,57.0,Offer B,Yes,36.89,Yes,Yes,,17.0,Yes,,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,,5779.6,0.0,0.0,2102.73,7882.33,1298.0,1880.0
3359-DSRKA,1.0,Male,44.0,No,No,Yes,No,0.0,3.0,1.0,United States,California,Occidental,95465.0,,38.415003,-122.998726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.0,1880.0
8708-XPXHZ,1.0,Male,73.0,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,Honeydew,95545.0,"40.342928, -124.063329",40.342928,-124.063329,1.0,Q3,Yes,5.0,69.0,None,Yes,49.91,Yes,Yes,Fiber Optic,13.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382.0,0.0,0.0,3443.79,9825.79,1334.0,82.0
0277-ORXQS,1.0,Male,69.0,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,Redway,95560.0,"40.142256, -123.852927",40.142256,-123.852927,1.0,Q3,Yes,10.0,71.0,None,Yes,11.35,No,,DSL,24.0,Yes,Yes,No,Yes,Yes,No,No,,One Year,Yes,,71.0,5012.1,0.0,0.0,805.85,5817.950000000001,1348.0,1851.0
0707-HOVVN,1.0,Male,45.0,No,No,,No,,3.0,1.0,United States,California,Redway,95560.0,"40.142256, -123.852927",40.142256,-123.852927,,Q3,No,0.0,50.0,Offer B,No,0.0,No,Yes,,7.0,Yes,No,,Yes,No,No,No,Yes,One Year,Yes,Credit Card,,1748.9,0.0,0.0,,1748.9,1348.0,1851.0
2587-EKXTS,,,,,,,,,,1.0,United States,California,Redway,95560.0,"40.142256, -123.852927",,,1.0,Q3,No,0.0,35.0,None,Yes,30.5,Yes,,Fiber Optic,8.0,Yes,,Yes,,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.2,3914.05,0.0,0.0,1067.5,,1348.0,1851.0
4840-ORQXB,1.0,Male,,No,Yes,No,No,0.0,5.0,1.0,,California,Salyer,95563.0,"40.89866, -123.539754",40.89866,-123.539754,,Q3,No,0.0,26.0,,Yes,25.04,,Yes,,9.0,No,No,No,,Yes,Yes,Yes,Yes,Two Year,Yes,,93.6,2404.1,0.0,0.0,651.04,3055.14,1350.0,660.0
3567-PQTSO,1.0,,,,No,No,No,0.0,3.0,1.0,United States,California,,95563.0,,40.89866,-123.539754,1.0,Q3,,0.0,,Offer B,Yes,1.94,Yes,Yes,DSL,73.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,79.85,4786.1,0.0,0.0,114.46,4900.56,1350.0,660.0
7353-YOWFP,1.0,Female,66.0,No,Yes,No,No,0.0,,1.0,,,Isleton,95641.0,"38.154823, -121.601358",,-121.601358,,Q3,No,0.0,,None,Yes,31.31,Yes,Yes,,18.0,Yes,Yes,Yes,Yes,No,,,Yes,Two Year,Yes,Bank Withdrawal,107.4,7748.75,0.0,0.0,2254.32,10003.07,1398.0,2010.0
8651-ENBZX,1.0,,31.0,No,No,No,,0.0,2.0,1.0,United States,California,Isleton,95641.0,"38.154823, -121.601358",38.154823,-121.601358,1.0,Q3,No,0.0,,None,Yes,6.89,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,No,No,Yes,,No,Bank Withdrawal,,84.5,0.0,0.0,6.89,91.39,1398.0,2010.0
0719-SYFRB,,,,,,,,,3.0,1.0,United States,,Isleton,95641.0,"38.154823, -121.601358",38.154823,,1.0,Q3,No,0.0,46.0,Offer B,Yes,4.6,,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.95,1165.9,0.0,0.0,211.6,1377.5,1398.0,2010.0
1352-HNSAW,1.0,,68.0,No,Yes,Yes,No,0.0,4.0,1.0,United States,California,Knights Landing,95645.0,"38.875508, -121.765866",38.875508,-121.765866,1.0,Q3,Yes,10.0,70.0,None,Yes,38.5,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,6470.1,0.0,0.0,2695.0,9165.1,1400.0,1793.0
8498-XXGWA,1.0,Male,75.0,No,Yes,,,0.0,5.0,1.0,United States,,Pilot Hill,95664.0,"38.803731, -121.043799",38.803731,-121.043799,1.0,Q3,No,0.0,21.0,Offer D,Yes,24.91,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.35,,0.0,130.0,523.11,2924.96,1413.0,1173.0
8910-ICHIU,1.0,,24.0,Yes,No,,,,3.0,1.0,United States,California,,95664.0,"38.803731, -121.043799",38.803731,-121.043799,1.0,Q3,No,0.0,4.0,Offer E,Yes,,,Yes,,,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,,Credit Card,82.85,319.6,0.0,0.0,79.36,398.96,1413.0,1173.0
